train_loss,train_acc,val_loss,val_acc
1.5020526215,0.4472799897,1.3192994338,0.5449000001
1.0994324867,0.6047400236,1.1820130605,0.5809999704
0.9265147042,0.669539988,0.9978017679,0.6572999954
0.8141194382,0.711499989,0.9368250936,0.6696000099
0.7223064457,0.7454199791,0.8409970821,0.7113999724
0.6506501754,0.7732399702,0.7511391794,0.7531999946
0.5984033786,0.7920399904,0.839076218,0.7202000022
0.5523602467,0.8100200295,0.8156372256,0.7358000278
0.5153524063,0.8205400109,0.6651894933,0.7868999839
0.4823170602,0.8325799704,0.7462934788,0.7681999803
0.856069086,0.7085800171,1.8169343864,0.527700007
0.6984783429,0.7645599842,1.0188605446,0.7074000239
0.6206650917,0.7917199731,0.8019600692,0.7570000291
0.5564612297,0.8131999969,0.7960571141,0.7595999837
0.5110983826,0.8304799795,0.8395111678,0.7430999875
0.4698936682,0.8424000144,0.5912894974,0.8090999722
0.443701269,0.8510199785,0.6745568163,0.8052999973
0.4125926329,0.8630999923,0.5854822903,0.8120999932
0.3890660123,0.869780004,0.6285041767,0.8108999729
0.3662317694,0.8785399795,0.5014897108,0.8454999924
0.3449808475,0.8852599859,0.4719056252,0.8561000228
0.3227849913,0.8926799893,0.4313448535,0.8652999997
0.3055472223,0.8969399929,0.5214746774,0.8457999825
0.2949596446,0.9017000198,0.5651220526,0.8532000184
0.2795355326,0.9057199955,0.4274164098,0.8716999888
0.2638609804,0.9112799764,0.4674578758,0.8582000136
0.2556885593,0.9138000011,0.4072991949,0.8770999908
0.2404157184,0.919080019,0.6178102299,0.8282999992
0.2297208482,0.9229800105,0.3960016649,0.8820000291
0.2192521813,0.9242200255,0.4397871141,0.877300024
0.2061726168,0.9295799732,0.4329506087,0.8873999715
0.1952106797,0.932099998,0.4010916541,0.8871999979
0.1894559204,0.9351599813,0.3796472634,0.8860999942
0.1782103781,0.9390000105,0.4963904399,0.872600019
0.174096177,0.9407399893,0.4573865593,0.8920000196
0.1658533217,0.9439399838,0.4411426805,0.8813999891
0.1613843885,0.944939971,0.4138991393,0.8889999986
0.1565479553,0.9456800222,0.3922820289,0.8967000246
0.1492333232,0.9478600025,0.5591378163,0.8633000255
0.1442253048,0.9503200054,0.441528147,0.8876000047
0.1408774858,0.9513199925,0.3823009511,0.8967000246
0.1385564049,0.9525600076,0.3819635994,0.9035000205
0.1334575507,0.9540200233,0.4114344946,0.893599987
0.1266738488,0.9570199847,0.4029272001,0.8998000026
0.1210663177,0.9575200081,0.4158522166,0.8895999789
0.1196500925,0.9589999914,0.5009682875,0.8873000145
0.1164161462,0.9596599936,0.4970031813,0.8906000257
0.1113292584,0.9619399905,0.4227769514,0.9028000236
0.1058393171,0.9638199806,0.4503658902,0.8932999969
0.1074520004,0.9635999799,0.4066561117,0.8950999975
0.1024200577,0.9649599791,0.458331793,0.897300005
0.1045720956,0.9641199708,0.5628886179,0.8820000291
0.0980358927,0.9659399986,0.4890835842,0.8914999962
