train_loss,train_acc,val_loss,val_acc
1.51917486467,0.43916399777000004,1.33248734354,0.5277800083199999
1.0992906826,0.6041820168400001,1.1832114099000002,0.5942299962
0.92315458311,0.6701180040800001,1.07670234721,0.6395599842
0.80826003719,0.71333799958,1.02975758488,0.66491000056
0.72189001351,0.7452839970599998,0.9426131252100001,0.6938699960699999
0.6521891148800001,0.77147999406,0.9068010966900001,0.71014000177
0.5987092227,0.7910660028500001,0.84723729649,0.7286300063099999
0.5545827992,0.8071539997999999,0.76734522635,0.75297000407
0.5177413706899999,0.8190439939399999,0.7049703991899999,0.77396000623
0.48571691766,0.83126798868,0.7111592954800001,0.7740899920500001
0.8624043994400001,0.70541400313,1.6734771202699998,0.5725200056899998
0.7025800023900001,0.76248799562,1.0830903748599998,0.6878100037600001
0.61964345606,0.79210399389,0.8807607122300001,0.7362400054799999
0.5597476078,0.81254400015,0.8674185479600001,0.7436599910199999
0.51342733601,0.82849600314,0.84064373566,0.75863998532
0.47343237929,0.8419599950200001,0.6862904521200001,0.79110000133
0.44250892826,0.8519859969600001,0.64683400351,0.8053800046500001
0.41330629310999994,0.8623919963899999,0.6306396967400001,0.8121800005400001
0.38896985152,0.8696539998,0.5726384604399999,0.8278900027199999
0.36581656508000004,0.87775800229,0.54812142715,0.8352199971700001
0.34586942400000004,0.8840739905899999,0.54785587018,0.8423100054300001
0.32681060396,0.8900099992599999,0.52142102229,0.84465000629
0.31054053573999996,0.8955940008100001,0.48919005002999993,0.8560999930000002
0.29421948395,0.9011160016099999,0.48080130845999997,0.8601599991200001
0.27988079567999996,0.90560600161,0.47415296136,0.8602599978400001
0.26574653039,0.91038199664,0.5070565057699999,0.85526000857
0.25277572436999995,0.91450000404,0.45663565101000003,0.86940000654
0.2404194793,0.9184619963299999,0.47644336026000006,0.8631900012499999
0.22890685242999997,0.92208799124,0.44545968802,0.87379000187
0.21952582501999998,0.92534600495,0.4518501947000001,0.87358999847
0.20843842037,0.9290459930899997,0.4390098238599999,0.8788200080400002
0.19930520499,0.9318619966500001,0.43401189364000003,0.8778400004
0.19066146192,0.93509198428,0.42698373174000004,0.8826999962499998
0.18407863263000002,0.9369740068800001,0.43651773571,0.88381000758
0.17585905106,0.9398500025299998,0.47166231356,0.8764700055100001
0.16867177554999999,0.94240400193,0.44790368332999997,0.8822199940600001
0.16333847090000003,0.94411798717,0.42971432287999994,0.88678999544
0.15648948409,0.9461359977800001,0.41641615157,0.8895899951499999
0.15147272769,0.9478019952700001,0.45814327090999996,0.88469000459
0.14666104902,0.94968400598,0.45097546682,0.88480000498
0.13922156997000001,0.9520680129299999,0.43286251279,0.8917200088499999
0.13674815232999998,0.9533840000700001,0.4392257836,0.8901500046299999
0.13235869316999999,0.9545880079200002,0.42266642833,0.8928900003599999
0.12727614824,0.95627599357,0.43305973217,0.8929199934100002
0.12305961189999999,0.95780799389,0.43328392849,0.8928699910599999
0.12059370015,0.9584419965600001,0.44828701116999997,0.89294000269
0.11679938867999999,0.9598939955000001,0.46566306967,0.8920900106399999
0.11331645046999998,0.9612699925899999,0.44523049889,0.89446000458
0.11030660438000002,0.9623840033999999,0.44544220065999995,0.8976199984500001
0.10839643400000001,0.9629040062500002,0.43860534663,0.8978500008599999
0.10410299043000001,0.9641260027999999,0.45648172745000004,0.89509999754
0.10242831647999999,0.96467400194,0.46073352178000004,0.8966700017399999
0.09936428963,0.9657699942400001,0.4463675449,0.8989699959699999
0.09587337876999999,0.96728798747,0.4504883377300001,0.89959000349
0.09358637384,0.9679920017499999,0.45363312057,0.90098000171
0.08997213757,0.96905800103,0.45206223490999997,0.9030200004400001
0.08993703478,0.9692719995999999,0.46230257851999995,0.90155000687
0.08739792781,0.97020599246,0.45172672217,0.90368999838
0.08532685585999997,0.9710400044999998,0.47092604451,0.89993999601
0.08374344567,0.9714759945899999,0.4726839183,0.90140000581
0.08196310602,0.97217399477,0.46012658315,0.90245999695
