epoch,epoch_duration_seconds,train_loss,train_acc_1,train_acc_5,val_loss,val_acc_1,val_acc_5,precision_macro,recall_macro,f1_score_micro,f1_score_macro,f1_score_weighted,auroc
1.0,112.1352776,2.196565046913147,0.1793079990148544,0.6738999998569488,2.066965514831543,0.23944000303745264,0.7834199905395508,0.2482967466115951,0.23943999707698815,0.23944000303745264,0.19099830090999595,0.19099830389022823,0.7376663684844971
2.0,111.426937,2.0045896081962584,0.2597880008816718,0.7978920018672943,1.9311968211746215,0.28408000469207756,0.8228600025177002,0.2962570905685425,0.28408001065254207,0.28408000469207756,0.25918531417846674,0.25918531417846674,0.7738744854927063
3.0,110.58283219999998,1.89667802217865,0.29720800101757044,0.8289999985694886,1.851415712776184,0.3110599935054779,0.8476599931716918,0.3269413530826568,0.31105999946594237,0.3110599935054779,0.2976175487041473,0.2976175487041473,0.7964038848876953
4.0,111.25571460000002,1.823480066314697,0.3211119991540908,0.8498840022087096,1.800388853416443,0.32865999937057494,0.8599600076675414,0.35104960203170776,0.3286600053310394,0.32865999937057494,0.3137156069278717,0.3137156069278717,0.8121610045433044
5.0,110.3674886,1.762079656196594,0.34451600015163425,0.86685999751091,1.747664617156982,0.3521199941635132,0.8710799932479859,0.37022476792335507,0.3521200060844421,0.3521199941635132,0.3418729543685913,0.3418729484081268,0.8239149212837219
6.0,110.41166020000001,1.7159022498970031,0.3580239987373352,0.8768959999084472,1.706808018760681,0.3673000037670135,0.8822399854660034,0.3859575271606445,0.36729999780654904,0.3673000037670135,0.3587545335292816,0.35875453948974606,0.8331452131271363
7.0,111.65533860000001,1.6776005448875428,0.37182000041007995,0.8849760007858275,1.6830042725372316,0.37983999848365785,0.8851200103759765,0.39909375309944156,0.3798399865627289,0.37983999848365785,0.3718242168426514,0.3718242108821869,0.8396109342575073
8.0,111.07665380000002,1.643313565498352,0.3873559987545013,0.8916640031337737,1.6454076763534549,0.3928999960422515,0.8952000021934509,0.41042590141296387,0.3928999900817871,0.3928999960422515,0.3827333927154541,0.3827333927154541,0.8474811196327209
9.0,111.09029199999999,1.6115858562698364,0.39980000138282773,0.897104001045227,1.6056555040359497,0.4091399967670441,0.9039400100708007,0.42529160976409913,0.40914000272750856,0.4091399967670441,0.4025125801563263,0.4025125801563263,0.8545374989509583
10.0,111.2139608,1.578034472536087,0.413992001414299,0.9035520005226135,1.5602881493377685,0.4257200002670288,0.9101599931716918,0.4399266719818115,0.4257199943065643,0.4257200002670288,0.4192274868488312,0.4192274868488312,0.8614553928375245
11.0,111.2284432,1.5454306925048826,0.4286880022287369,0.90885999917984,1.5255690647506714,0.43950000405311584,0.915880000591278,0.45472881793975833,0.43950000405311584,0.43950000405311584,0.4337586283683777,0.43375862240791313,0.867289113998413
12.0,110.880545,1.5133413834419251,0.44052800178527834,0.9140680003166198,1.5062633295440675,0.44914000034332274,0.9174199938774109,0.46600114107131957,0.4491400122642517,0.44914000034332274,0.4429185211658478,0.44291852712631224,0.8723397493362427
13.0,111.44295319999999,1.4824901380882263,0.45472400009632113,0.9187039995193481,1.4666432686996458,0.46498000621795654,0.924240005016327,0.4785969913005828,0.4649799942970276,0.46498000621795654,0.45909358859062194,0.459093576669693,0.8784191012382507
14.0,111.6415144,1.4541447095832822,0.46432800054550166,0.923063998222351,1.433247686538696,0.4765599906444549,0.9277999997138977,0.4875830471515656,0.47655999660491943,0.4765599906444549,0.4721919238567352,0.4721919238567352,0.8830501198768616
15.0,111.99149139999999,1.4244259959316252,0.47755599975585933,0.9266880047321319,1.4001625466537477,0.49055999517440796,0.9329400062561035,0.500181233882904,0.49055998921394345,0.49055999517440796,0.4856680989265442,0.48566808104515075,0.8878955364227296
16.0,111.55708879999999,1.396379011278152,0.489539999961853,0.9306040060520172,1.3695593049621584,0.5021200060844421,0.9365000009536742,0.5109671950340271,0.5021200060844421,0.5021200060844421,0.4971040189266205,0.4971040070056915,0.8927715301513671
17.0,111.5109668,1.3717205371513368,0.49798000156879424,0.9342239999771119,1.3461234689331054,0.5117200076580047,0.9390199899673463,0.5220923781394958,0.5117200136184693,0.5117200076580047,0.5078481435775757,0.5078481435775757,0.8966121554374694
18.0,111.50337319999998,1.3446590462455748,0.5079079967737198,0.937603998184204,1.32567134727478,0.5208599925041199,0.9413400053977966,0.5327444434165954,0.5208599925041199,0.5208599925041199,0.5166621029376984,0.5166621208190918,0.8997307658195496
