epoch,epoch_duration_seconds,train_loss,train_acc_1,train_acc_5,val_loss,val_acc_1,val_acc_5,precision_macro,recall_macro,f1_score_micro,f1_score_macro,f1_score_weighted,auroc
1,110.136229,2.2254840940475464,0.1608000010251999,0.6397800028324128,2.101680297470093,0.22360000014305115,0.7878000140190125,0.2326803207397461,0.22360000014305115,0.22360000014305115,0.14334437251091003,0.14334438741207123,0.7402164340019226
2,109.282247,2.0174396840667725,0.2587399989366531,0.8060800015926362,1.8892951705932617,0.30559998750686646,0.8432999849319458,0.31102049350738525,0.30560001730918884,0.30559998750686646,0.27755337953567505,0.27755337953567505,0.7871305346488953
3,107.661099,1.871957814102173,0.30189999639987947,0.8394400000572204,1.8114080055236816,0.319599986076355,0.8651000261306763,0.32524049282073975,0.319599986076355,0.319599986076355,0.30133628845214844,0.30133628845214844,0.8057147860527039
4,111.708721,1.8053428432273866,0.31985999941825866,0.8578999996185303,1.7971458393096924,0.3174999952316284,0.8626000285148621,0.34316182136535645,0.3174999952316284,0.3174999952316284,0.2928622364997864,0.2928622364997864,0.8146200180053711
5,107.989051,1.7595354646873473,0.33787999749183656,0.8681200027465821,1.7774213632583618,0.3391999900341034,0.8658999800682068,0.3616827726364136,0.3392000198364258,0.3391999900341034,0.32440903782844543,0.32440900802612305,0.8221165537834167
6,111.264472,1.7252404608917231,0.3494599997997284,0.8767000019550324,1.750058631515503,0.35019999742507935,0.8745999932289124,0.3745740056037903,0.35019999742507935,0.35019999742507935,0.3378547430038452,0.3378547430038452,0.8290323615074158
7,112.622294,1.6906270584678649,0.3589199990034103,0.8850199937820434,1.691483322906494,0.3720000088214874,0.8873000144958496,0.3884655833244324,0.3720000088214874,0.3720000088214874,0.3633156418800354,0.363315612077713,0.8392215967178345
8,111.663149,1.6582137554740908,0.37651999294757843,0.8907000005245209,1.6431487339019775,0.38909998536109924,0.8971999883651733,0.4029847979545593,0.38910001516342163,0.38909998536109924,0.3815029263496399,0.3815029263496399,0.8476851582527161
9,112.077052,1.6267899780845645,0.391619998216629,0.89549999833107,1.6223954341888427,0.4041000008583069,0.9003000259399414,0.42318418622016907,0.4041000008583069,0.4041000008583069,0.4001462161540985,0.4001461863517761,0.8522430658340454
10,112.486652,1.592216783914566,0.4070200055837631,0.9023800075054169,1.5599301963806151,0.4244999885559082,0.9129999876022339,0.4429272711277008,0.4244999885559082,0.4244999885559082,0.4210711419582367,0.4210711419582367,0.8616474270820618
11,111.770048,1.5623601424980162,0.42422000169754026,0.9072399914264679,1.5229717500686646,0.4413999915122986,0.9142000079154968,0.45418816804885864,0.44140002131462097,0.4413999915122986,0.4357262849807739,0.43572625517845154,0.8673083186149597
12,111.682558,1.5259257806015014,0.43584000170230863,0.9126600027084351,1.5554779670715333,0.4408999979496002,0.9035999774932861,0.4637729227542877,0.4409000277519226,0.4408999979496002,0.43267884850502014,0.43267884850502014,0.8678426742553711
13,111.230932,1.4857877850246428,0.4531599998474121,0.9172400057315826,1.4724098047256469,0.4666000008583069,0.9221000075340271,0.48810964822769165,0.4666000008583069,0.4666000008583069,0.4630143344402313,0.4630143344402313,0.8792474865913391
14,112.401097,1.4507790466308594,0.4660199999809265,0.9224999904632568,1.415207809638977,0.48429998755455017,0.9297000169754028,0.49875307083129883,0.48429998755455017,0.48429998755455017,0.4820590019226074,0.4820590019226074,0.8873555064201355
15,111.414096,1.4165776899719238,0.4827400028705597,0.9272400081157685,1.3805464086532593,0.4993000030517578,0.9355000257492065,0.5098916292190552,0.4993000030517578,0.4993000030517578,0.4967259168624878,0.496725857257843,0.8914183974266052
16,111.748825,1.379686426372528,0.4975799977779388,0.9319200158119202,1.3398816135406495,0.5130000114440918,0.9413999915122986,0.5238796472549438,0.5130000114440918,0.5130000114440918,0.5063718557357788,0.5063718557357788,0.8978191614151001
17,111.758836,1.3546229671478272,0.5045999974012375,0.935620003938675,1.2947452379226685,0.527999997138977,0.946399986743927,0.5325536727905273,0.527999997138977,0.527999997138977,0.5211975574493408,0.5211975574493408,0.9032080769538879
18,111.168907,1.3232337097835543,0.5167999982833862,0.9383999943733216,1.2895306427001954,0.5371999740600586,0.9466000199317932,0.5514765381813049,0.5371999740600586,0.5371999740600586,0.5322320461273193,0.5322320461273193,0.9057618975639343
