epoch,epoch_duration_seconds,train_loss,train_acc_1,train_acc_5,val_loss,val_acc_1,val_acc_5,precision_macro,recall_macro,f1_score_micro,f1_score_macro,f1_score_weighted,auroc
1,117.41473,2.207090073757171,0.17607999891042708,0.6702400028705597,2.0750577907562255,0.24379999935626984,0.7878000140190125,0.23676805198192596,0.24379999935626984,0.24379999935626984,0.19288668036460876,0.19288668036460876,0.7365734577178955
2,116.221831,2.0042882215881352,0.2592800006270409,0.8004600048065186,1.9015964385986328,0.29750001430511475,0.835099995136261,0.30134117603302,0.29750001430511475,0.29750001430511475,0.27721574902534485,0.27721574902534485,0.7795140147209167
3,112.49867,1.8809259440040589,0.3017600029706955,0.8360400021076202,1.822116785812378,0.31859999895095825,0.857699990272522,0.3383655548095703,0.31859999895095825,0.31859999895095825,0.3058796226978302,0.3058796226978302,0.8064857721328735
4,112.839924,1.7899165160560606,0.3259599953889847,0.8624400079250336,1.7387493883132934,0.34200000762939453,0.881600022315979,0.3609950542449951,0.34200000762939453,0.34200000762939453,0.33007776737213135,0.33007776737213135,0.8260232210159302
5,112.992794,1.7193780604362487,0.3568400055170059,0.8804999947547912,1.6809244144439697,0.36719998717308044,0.8914999961853027,0.3778299391269684,0.36720001697540283,0.36719998717308044,0.35818570852279663,0.35818570852279663,0.8366644978523254
6,111.931692,1.6699705487632752,0.36924000084400177,0.8895999968051911,1.6662240989685058,0.3756999969482422,0.899399995803833,0.3893551826477051,0.3756999969482422,0.3756999969482422,0.36410632729530334,0.36410635709762573,0.844031810760498
7,112.929814,1.636709349861145,0.3843999981880188,0.8965799987316132,1.6405079710006714,0.38749998807907104,0.9063000082969666,0.40016549825668335,0.38749998807907104,0.38749998807907104,0.37643593549728394,0.37643593549728394,0.8503589630126953
8,112.52599,1.609744103717804,0.3967200040817261,0.9014999985694885,1.633627664756775,0.39629998803138733,0.9114000201225281,0.4138289988040924,0.3963000178337097,0.39629998803138733,0.38670414686203003,0.38670414686203003,0.8537718057632446
9,112.442771,1.5873299742889404,0.40574000477790834,0.9057000041007995,1.6120980354309082,0.40709999203681946,0.9118000268936157,0.4224493205547333,0.40709999203681946,0.40709999203681946,0.4012327492237091,0.4012327492237091,0.8574919104576111
10,112.2728,1.5638112367630008,0.4143400013446808,0.9088599979877472,1.5711900617599488,0.4244000017642975,0.9143999814987183,0.43751347064971924,0.4243999719619751,0.4244000017642975,0.42041730880737305,0.42041730880737305,0.8620710372924805
11,112.092182,1.5400024135017394,0.42758000195026397,0.9121400058269501,1.5278278484344483,0.4383000135421753,0.9225999712944031,0.4497867226600647,0.4383000135421753,0.4383000135421753,0.43471741676330566,0.43471741676330566,0.8687189221382141
12,112.777147,1.516957441329956,0.4373999983072281,0.9168600022792817,1.5287104272842407,0.44200000166893005,0.9185000061988831,0.46175211668014526,0.44200003147125244,0.44200000166893005,0.4404095411300659,0.4404095411300659,0.8709461092948914
13,116.851447,1.4954590580177307,0.44927999973297117,0.9193799912929534,1.505608096885681,0.45410001277923584,0.9208999872207642,0.47188639640808105,0.45410001277923584,0.45410001277923584,0.45124995708465576,0.451249897480011,0.8742414712905884
14,112.990705,1.4766353975677489,0.4551400035619736,0.9211200058460236,1.5043994718551637,0.460999995470047,0.9179999828338623,0.47717219591140747,0.460999995470047,0.460999995470047,0.4600936770439148,0.4600936770439148,0.8748690485954285
15,116.67075,1.4454643147087096,0.4680999994277954,0.924940001964569,1.4354010959625245,0.48010000586509705,0.9308000206947327,0.4897289574146271,0.48009997606277466,0.48010000586509705,0.4773705005645752,0.4773705005645752,0.8840913772583008
16,113.261038,1.421541573143005,0.4808600008487701,0.926880007982254,1.410538542175293,0.49480000138282776,0.928600013256073,0.502845823764801,0.49479997158050537,0.49480000138282776,0.49162164330482483,0.49162164330482483,0.8881433606147766
17,113.192606,1.3911922195911406,0.4911800026893616,0.9335600018501282,1.4119260417938233,0.4975000023841858,0.9286999702453613,0.5121127963066101,0.4975000023841858,0.4975000023841858,0.4956459701061249,0.4956459701061249,0.8904871344566345
18,113.772125,1.3617445097923278,0.4992199927568436,0.9373799979686737,1.3513982315063477,0.5127999782562256,0.9375,0.5199298858642578,0.5127999782562256,0.5127999782562256,0.5098053216934204,0.5098053216934204,0.8966882824897766
19,112.74506,1.3425888979911804,0.5102400064468384,0.9383000016212464,1.3311388061523437,0.5220000147819519,0.9412000179290771,0.5323560237884521,0.5220000147819519,0.5220000147819519,0.5206490755081177,0.5206491351127625,0.9008283615112305
20,112.466372,1.3195452005386352,0.5177000045776368,0.9400600016117096,1.2905270345687867,0.5353000164031982,0.9447000026702881,0.5460008382797241,0.5353000164031982,0.5353000164031982,0.537071168422699,0.537071168422699,0.9046279191970825
21,112.308048,1.297472299861908,0.5289400100708008,0.943259984254837,1.2906237201690673,0.5335000157356262,0.9478999972343445,0.5391621589660645,0.5335000157356262,0.5335000157356262,0.5265077352523804,0.5265077352523804,0.9072638750076294
22,116.191354,1.275076983089447,0.5378999829292297,0.9460399985313416,1.2443186386108398,0.5508999824523926,0.9513000249862671,0.5596363544464111,0.5508999824523926,0.5508999824523926,0.5509191751480103,0.5509191751480103,0.910892128944397
23,112.534953,1.2529766145324708,0.5468599975109101,0.9485799968242645,1.239929423904419,0.5537999868392944,0.9513999819755554,0.561398983001709,0.5537999868392944,0.5537999868392944,0.5526263117790222,0.552626371383667,0.912355363368988
24,113.124978,1.2342594451141355,0.5540600001811982,0.9491600155830383,1.2114401266098023,0.5651999711990356,0.9502000212669373,0.5718567371368408,0.5651999711990356,0.5651999711990356,0.5648534893989563,0.5648534893989563,0.9153472781181335
